ID,FiscalWeekBeginDate,Invoice Date,Region,Facility Name,Branch Id,Channel,soldto_name,shipto_name,Product Type,Major Code,Major Desc,Mid Code,Mid Desc,Minor Code,Minor Desc,Item,Item Desc,Sales,Gross Profit,GM Percent,TLE
82,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,DO IT BEST CORP,RUSSELL DIB #5562 - AUBURN (DOITFORIN-334),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),283589,LVL ONCENTER BEAM 2.1E (1-3/4X18X30),758.7,150.78,0.2,0.02
83,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,DO IT BEST CORP,RUSSELL DIB #5562 - AUBURN (DOITFORIN-334),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),549655,LVL ONCENTER BEAM 2.1E (1-3/4X18X12),606.96,144.78,0.24,0.01
84,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,DO IT BEST CORP,WARRIOR 1 STOP DIB#1320 (DOITFORIN-1765),Structural,7,Panels (07),1,Sheathing (0701),SPL,Southern Plywood (0701SPL),195482,YELLOW PINE 19/32 RATED SHEATHING EXP1 (5/8X4X8),3551.33,149.8,0.04,0.21
85,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,HAZEL GREEN BUILDING SUPPLY,HAZEL GREEN BUILDING SUPPLY (HAZGREHAZAL-1),Specialty,1,Specialty Products (01),2,Panels (0102),OSB,OSB Products (0102OSB),259118,HUBER ZIP TAPE (3.75X90),2016,353.38,0.18,0
86,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,HAZEL GREEN BUILDING SUPPLY,HAZEL GREEN BUILDING SUPPLY (HAZGREHAZAL-1),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),292687,LVL ONCENTER BEAM 2.1E (1-3/4X24X32),1068.48,236.84,0.22,0.02
87,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,HAZEL GREEN BUILDING SUPPLY,HAZEL GREEN BUILDING SUPPLY (HAZGREHAZAL-1),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),590578,LVL ONCENTER BEAM 2.1E (1-3/4X18X52),3790.8,367.25,0.1,0.1
88,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,HAZEL GREEN BUILDING SUPPLY,HAZEL GREEN BUILDING SUPPLY (HAZGREHAZAL-1),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),621441,LVL ONCENTER BEAM 2.1E (1-3/4X14X48),4082.4,529.44,0.13,0.11
89,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,HAZEL GREEN BUILDING SUPPLY,HAZEL GREEN BUILDING SUPPLY (HAZGREHAZAL-1),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),994213,LVL ONCENTER BEAM 2.1E (1-3/4X9-1/4X48),4488,582.18,0.13,0.12
90,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LBM ADVANTAGE,BROWN LUMBER (ENAINCNEWNY-50),Specialty,1,Specialty Products (01),1,Lumber (0101),CED,Cedar (0101CED),135594,RGH CEDAR APPEARANCE GRADE GRN (2X6X10),26,6.75,0.26,0
91,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LBM ADVANTAGE,BROWN LUMBER (ENAINCNEWNY-50),Specialty,1,Specialty Products (01),1,Lumber (0101),CED,Cedar (0101CED),135799,RGH CEDAR APPEARANCE GRADE GRN (2X6X12),62.4,15.57,0.25,0
92,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LBM ADVANTAGE,BROWN LUMBER (ENAINCNEWNY-50),Specialty,1,Specialty Products (01),3,Other (0103),MET,Metal Products (0103MET),214237,PLASTIC CAP NAIL EG RS 2M (1),940.8,397.39,0.42,0.02
93,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LBM ADVANTAGE,BROWN LUMBER (ENAINCNEWNY-50),Specialty,2,Industrial Products (02),2,Panels (0202),PLI,Plywood Import (0202PLI),363089,V/C R/C PARICA BB/CC EXT IMPORT (3/8X4X8),2163.2,324.45,0.15,0.05
94,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Specialty,1,Specialty Products (01),2,Panels (0102),YPI,Yellow Pine (0102YPI),201430,YELLOW PINE 11/32 BC SANDED (3/8X4X8),1713.6,215.36,0.13,0.06
95,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Specialty,2,Industrial Products (02),2,Panels (0202),PLI,Plywood Import (0202PLI),111535,VC RC LAUAN BB-CC EXT (5.2MMX48X96),1100.32,160.55,0.15,0.04
96,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),161979,EURO SPF #2 and BTR PREM KDHT S4S (2X6X10),1232,125.4,0.1,0.05
97,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),165944,EURO SPF #2 and BTR PREM KDHT S4S (2X6X12),1791.72,191.45,0.11,0.08
98,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),168874,EURO SPF #2 and BTR PREM KDHT S4S (2X6X16),2018.56,266.98,0.13,0.08
99,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Structural,7,Panels (07),1,Sheathing (0701),SPL,Southern Plywood (0701SPL),152512,YELLOW PINE 23/32 RATED SHEATHING EXP1 (3/4X4X8),1288.93,28.08,0.02,0.07
100,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LINEVILLE BUILDING SUPPLY,LINEVILLE BUILDING SUPPLY (LINBUILINAL-1),Structural,7,Panels (07),1,Sheathing (0701),SPL,Southern Plywood (0701SPL),195482,YELLOW PINE 19/32 RATED SHEATHING EXP1 (5/8X4X8),1207.49,73.65,0.06,0.07
101,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LMC,HARPER CHAMBERS LBR CO #288700 (LMCWAYPA-485),Specialty,1,Specialty Products (01),3,Other (0103),MET,Metal Products (0103MET),621905,ROD CHAIR PLAIN 100CT (#2 3X6/8),165,89.28,0.54,0
102,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LMC,HARPER CHAMBERS LBR CO #288700 (LMCWAYPA-485),Structural,8,Reinforcing Products (08),1,Rebar (0801),STE,Steel (0801STE),312305,STEEL REBAR ROD #4 GRADE 40 20ft (1/2X20),2235.6,517.03,0.23,0.09
103,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,1,Specialty Products (01),2,Panels (0102),OSB,OSB Products (0102OSB),925859,HUBER ZIP TAPE UPC LOWE'S ONLY (3.75X90),329.52,24.71,0.07,0
104,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235002,PG JCHANNEL 36585 WHITE (5/8X12-6),294.4,74.75,0.25,0
105,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),531674,PG VISION PRO D5 DLAP 139 WHITE (.040X12),103.6,6.05,0.06,0
106,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),555210,PG PARKSIDE SKIRTING C-VENT BW 432 WHITE (16X8),511.92,117.36,0.23,0.01
107,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),555216,PG PARKSIDE TOP FRONT RAIL 462 WHITE (8'),125.2,41.55,0.33,0
108,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Specialty,5,Millwork Products (05),3,Other (0503),MIS,Miscellaneous (0503MIS),800438,CLASSIC RAD PINE SHADOW GAP LOWES ONLY (9/16X7-1/4X12),1184.76,230.04,0.19,0.02
109,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0423 TUSCALOOSA (LOWBLDNORNC-114),Structural,8,Reinforcing Products (08),2,Remesh (0802),STE,Steel (0802STE),172183,STEEL REMESH ROLL 10G 6X6 W1.4/1.4 9CT (5X150),915.48,154.11,0.17,0.03
110,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,1,Specialty Products (01),3,Other (0103),INS,Insulation Products (0103INS),278960,PROLINX SEL WOVEN BLDG WRAP (9X150),112,29.46,0.26,0
111,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,1,Specialty Products (01),3,Other (0103),MET,Metal Products (0103MET),152178,ZIG ZAG WALL TIES 22 GA 500CT TWIN PK,39.8,22.8,0.57,0
112,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,1,Specialty Products (01),3,Other (0103),MET,Metal Products (0103MET),275206,PLYWOOD CLIP GALV 20GA 250CT IMP (7/16),18.8,11.6,0.62,0
113,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,1,Specialty Products (01),3,Other (0103),MIS,Miscellaneous (0103MIS),150206,POLYETHYLENE FLASHING BLACK (6.0 MIL 12X300),13,5.13,0.39,0
114,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,1,Specialty Products (01),3,Other (0103),SHI,Roofing Products (0103SHI),776380,PROLINX UDL10 SYN ROOF U/L PLU10010STDS (48X250' 10SQ),276,86.01,0.31,0
115,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),555216,PG PARKSIDE TOP FRONT RAIL 462 WHITE (8'),125.2,41.55,0.33,0
116,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),517331,LVL ONCENTER BEAM 2.1E (1-3/4X11-7/8X10),220.4,45.85,0.21,0.01
117,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),749374,LVL ONCENTER BEAM 2.1E (1-3/4X20X22),407.88,68.82,0.17,0.01
118,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),879319,LVL ONCENTER BEAM 2.1E (1-3/4X18X24),404.64,97.35,0.24,0.01
119,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,4,Engineered Wood Products (04),2,Private (0402),LVL,Laminated Veneer Lumber (0402LVL),894931,LVL ONCENTER BEAM 2.1E (1-3/4X14X22),285.56,66.39,0.23,0.01
120,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Specialty,5,Millwork Products (05),3,Other (0503),MIS,Miscellaneous (0503MIS),270731,CLASSIC RAD PINE SHADOW GAP LOWES ONLY (9/16X5-1/4X8),717.12,126.2,0.18,0.02
121,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),HFR,Hem-Fir (0601HFR),104119,HEM-FIR #2 and BTR SDRY S4S (2X8X22),27.85,4.38,0.16,0
122,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),HFR,Hem-Fir (0601HFR),187880,HEM-FIR #2 and BTR SDRY S4S (2X8X24),66,14.8,0.22,0
123,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),168570,EURO SPF #2 and BTR PREM KDHT S4S (2X4X16),3003.9,1112,0.37,0.1
124,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),360387,WW/SPF 2 and BTR SDRY S4S FINGER JOINT (2X6X26),384,50.55,0.13,0.02
125,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),408524,WW/SPF 2 and BTR SDRY S4S FINGER JOINT (2X8X26),35,7.78,0.22,0
126,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SPF,Spruce-Pine-Fir (0601SPF),774411,WW/SPF 2 and BTR SDRY S4S FINGER JOINT (2X6X28),1120,222.52,0.2,0.04
127,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),102807,YELLOW PINE #2 KDHT S4S (2X8X14),765,98.13,0.13,0.07
128,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),102969-CGP,YELLOW PINE #2 KDHT S4S-CON-GP (2X6X16),89.6,27.2,0.3,0.01
129,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),105911,YELLOW PINE #2 KDHT S4S (2X12X18),86.4,19.62,0.23,0.01
130,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),106450,YELLOW PINE #2 KDHT S4S (2X8X10),14,4.35,0.31,0
131,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),122737,YELLOW PINE #2 KDHT S4S (2X12X16),76.8,16.96,0.22,0.01
132,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),125209,YELLOW PINE #2 KDHT S4S (2X6X12),403.2,130.93,0.32,0.03
133,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),131611,YELLOW PINE #2 KDHT S4S (2X6X8),116.48,38.67,0.33,0.01
134,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),135432,YELLOW PINE #2 KDHT S4S (2X12X14),92.4,29.3,0.32,0.01
135,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),139133,YELLOW PINE #2 KDHT S4S (2X8X16),33.6,8.79,0.26,0
136,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),144047,YELLOW PINE #2 KDHT S4S (2X8X20),75.6,13.71,0.18,0.01
137,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),149335-CGP,YELLOW PINE #2 KDHT S4S-CON-GP (2X6X14),235.2,71.4,0.3,0.02
138,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),152450,YELLOW PINE #2 KDHT S4S (2X6X20),537.6,29.52,0.05,0.04
139,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),163508,YELLOW PINE #2 KDHT S4S (2X6X10),324.8,79.4,0.24,0.03
140,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),163753,YELLOW PINE #2 KDHT S4S (2X12X10),66,23.08,0.35,0.01
141,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),166905,YELLOW PINE #2 KDHT S4S (2X8X8),78.4,25.2,0.32,0.01
142,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),178720,YELLOW PINE #2 KDHT S4S (2X10X14),303.16,97.28,0.32,0.03
143,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),1,Framing Lumber (0601),SYP,Southern Pine (0601SYP),189488,YELLOW PINE #2 KDHT S4S (2X6X18),383.04,104.35,0.27,0.03
144,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,6,Lumber (06),2,Studs (0602),SPF,Spruce-Pine-Fir (0602SPF),150076,EURO SPF #2 and BTR PREM KDHT S4S (2X4X9 PET 104-5/8),2548,470.55,0.18,0.11
145,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #0481 FLORENCE (LOWBLDNORNC-65),Structural,8,Reinforcing Products (08),1,Rebar (0801),STE,Steel (0801STE),312305,STEEL REBAR ROD #4 GRADE 40 20ft (1/2X20),1096.74,237.46,0.22,0.05
146,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1115 GUNTERSVILLE (LOWBLDNORNC-104),Specialty,1,Specialty Products (01),2,Panels (0102),OSB,OSB Products (0102OSB),925859,HUBER ZIP TAPE UPC LOWE'S ONLY (3.75X90),329.52,24.71,0.07,0
147,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1115 GUNTERSVILLE (LOWBLDNORNC-104),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235002,PG JCHANNEL 36585 WHITE (5/8X12-6),147.2,37.37,0.25,0
148,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1115 GUNTERSVILLE (LOWBLDNORNC-104),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),531674,PG VISION PRO D5 DLAP 139 WHITE (.040X12),310.8,18.13,0.06,0.01
149,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1115 GUNTERSVILLE (LOWBLDNORNC-104),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),800248,PG JCHANNEL 336 BLACK (1/2X12-6),11.28,2.26,0.2,0
150,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1577 N. HUNTSVILLE (LOWBLDNORNC-108),Specialty,1,Specialty Products (01),2,Panels (0102),OSB,OSB Products (0102OSB),925859,HUBER ZIP TAPE UPC LOWE'S ONLY (3.75X90),329.52,24.71,0.07,0
151,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1577 N. HUNTSVILLE (LOWBLDNORNC-108),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235002,PG JCHANNEL 36585 WHITE (5/8X12-6),147.2,37.37,0.25,0
152,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1577 N. HUNTSVILLE (LOWBLDNORNC-108),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),424214,PG SOFFIT T4 SOLID 150 WHITE (.035X12),114.08,-1.14,-0.01,0
153,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1577 N. HUNTSVILLE (LOWBLDNORNC-108),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),531670,PG VISION PRO D5 DLAP 139 CLAY (.040X12),111.2,5.86,0.05,0
154,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1577 N. HUNTSVILLE (LOWBLDNORNC-108),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),531671,PG VISION PRO D5 DLAP 139 GRAY (.040X12),222.4,19.32,0.09,0.01
155,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235002,PG JCHANNEL 36585 WHITE (5/8X12-6),147.2,37.37,0.25,0
156,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235210,PG JCHANNEL 36585 CLAY (5/8X12-6),129.6,12.44,0.1,0
157,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),424214,PG SOFFIT T4 SOLID 150 WHITE (.035X12),114.08,-1.14,-0.01,0
158,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),555210,PG PARKSIDE SKIRTING C-VENT BW 432 WHITE (16X8),255.96,58.68,0.23,0.01
159,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,5,Millwork Products (05),3,Other (0503),MIS,Miscellaneous (0503MIS),270731,CLASSIC RAD PINE SHADOW GAP LOWES ONLY (9/16X5-1/4X8),717.12,126.2,0.18,0.02
160,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1737 LEEDS (LOWBLDNORNC-109),Specialty,5,Millwork Products (05),3,Other (0503),MIS,Miscellaneous (0503MIS),800438,CLASSIC RAD PINE SHADOW GAP LOWES ONLY (9/16X7-1/4X12),1184.76,230.04,0.19,0.02
161,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1786 FT. PAYNE (LOWBLDNORNC-661),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),235002,PG JCHANNEL 36585 WHITE (5/8X12-6),147.2,37.37,0.25,0
162,3/30/2025,3/31/2025,Central,Birmingham,BIR,Warehouse,LOWE'S COMPANIES INC,LOWES #1786 FT. PAYNE (LOWBLDNORNC-661),Specialty,3,Siding Products (03),3,Other (0303),VNY,Vinyl Products (0303VNY),423590,PG SOFFIT T4 FULL BW 151 WHITE (.035X12),114.08,2.19,0.02,0
